,categories,title,company_names,percentages,funding_amounts,days_left,n_supporters,likes,descriptions,durations,target_amounts
54,테크·가전,듀얼 LED를 적용한 UV-C 생활용품 살균기 (살균 Master),주식회사 헥스하이브,126%,"2,021,500원",18일 남음,45,36,듀얼 UV-C LED를 적용하여 스마트폰 및 기타 소형 일상 생활용품의 유해균 (폐렴간균 등)을 99.9%까지 살균 가능한 자외선 LED 살균기,2021.04.12-2021.05.17,"1,600,000원"
55,테크·가전,저장하는 순간 자동 백업! 언제든지 원하는 시간대로 DATASAFE,주식회사 쓰리알큐브시스템,123%,"3,713,500원",21일 남음,16,51,실시간 자동 백업으로 타임머신처럼 언제든 원하는 시점으로 복구 가능! DATASAFE,2021.04.15-2021.05.20,"3,000,000원"
56,테크·가전,먹는 와플? 협업툴 와플! 일이 힘들어도 당신은 힘들지 않도록 와플하세요,주식회사 티맥스와플,104%,"1,046,000원",8일 남음,52,49,[비대면 시대 필수 6종 협업 도구가 한 곳에!],2021.04.02-2021.05.07,"1,000,000원"
57,테크·가전,손목 통증과 청소기 고장은 그만! 프리미엄 원단으로 튜닝한 다이슨 청소기,마켓프렌즈 주식회사,53%,"268,300원",8일 남음,9,16,다이슨 옴니 글라이드 핸들 커버 & 스트랩 ｜손목 통증과 청소기 고장은 그만! 고급 외제차에 사용되는 프리미엄 알칸타라 원단으로 튜닝한 나의 다이슨 청소기 <GAMAYO>,2021.04.19-2021.05.07,"500,000원"
58,테크·가전,관악기 아티스트를 위한 마우스피스&리드 살균과 건조를 한방에!,주식회사 바이제로텍,35%,"357,000원",1일 남음,24,45,"잘브러(JALBLO), 진정한 휴대용 관악기 아티스트를 위한 마우스피스&리드 살균건조기!",2021.04.07-2021.04.30,"1,000,000원"
59,테크·가전,주차관제시스템 설치 끝!!!  이제부터 외부차량 아웃!,티아이에스,0%,0원,8일 남음,2,9,"주차순찰시스템 : 공동주택(아파트,빌라), 상가, 주차장 등 주차관리가 필요한 장소에 기존 주차관제시스템 가격의 절반수준으로 제공하고자 하는것이 본 프로젝트 미션입니다.",2021.04.16-2021.05.07,"9,980,000원"
60,테크·가전,안심식사를 위한 위생수저통!,나우인더스,0%,"45,900원",18일 남음,9,11,남이 만지지 않아 깨끗한 수저를 하나씩 꺼내 사용하는 위생수저통. 식당과 가정의 수저위생을 향상시킵니다.,2021.04.18-2021.05.17,"100,000,000원"
61,테크·가전,<휴대용 레이저 각인기>는 처음이죠? 글로벌 26억 펀딩 레이저패커 프로,셀릭,72259%,"1,083,893,600원",펀딩성공,"2,551",3173,"지워지지 않도록 새겨 드릴게요. 사진도 그림도 메시지도, 당신이 원하는 상상을 레이저로 새길 수 있는 휴대용 레이저 각인기 <레이저페커 프로>가 드디어 한국에 공식 상륙합니다!",2020.07.11-2020.08.09,"1,500,000원"
62,테크·가전,초음파 세척기 아직 모르시나요? 세균 제거 99.7%오염 완벽 세척!,에고스,60261%,"301,307,400원",펀딩성공,"4,769",3445,놀라운 세척을 경험하는 데 필요한 것은 물과 초음파 뿐!  이렇게 간단하게 깨끗해지는 거 실화인가요? 세균 99.7%까지 제거 해야 진짜 프로청결러.,2019.09.02-2019.09.23,"500,000원"
63,테크·가전,설거지와 세균 제거까지 싹! 다용도초음파세척기 라하츠,주식회사 기드온소닉,44691%,"446,911,000원",펀딩성공,915,1099,설거지부터 과일야채세척까지 모두 해결하는 초음파다용도세척기 라하츠!,2020.08.18-2020.09.01,"1,000,000원"
